contigs_db	SRS1041033-contigs-fixed
Total Length	147087740
Num Contigs	101688
Num Contigs > 100 kb	6
Num Contigs > 50 kb	82
Num Contigs > 20 kb	554
Num Contigs > 10 kb	1666
Num Contigs > 5 kb	4559
Num Contigs > 2.5 kb	11329
Longest Contig	148262
Shortest Contig	203
Num Genes (prodigal)	205146
L50	9603
L75	32368
L90	63880
N50	2850
N75	989
N90	509
