contigs_db	SRS051610-contigs-fixed
Total Length	96922839
Num Contigs	50987
Num Contigs > 100 kb	28
Num Contigs > 50 kb	174
Num Contigs > 20 kb	753
Num Contigs > 10 kb	1516
Num Contigs > 5 kb	2840
Num Contigs > 2.5 kb	5907
Longest Contig	218331
Shortest Contig	202
Num Genes (prodigal)	126592
L50	2382
L75	12106
L90	28418
N50	6029
N75	1356
N90	615
