contigs_db	SRS018623-contigs-fixed
Total Length	153071008
Num Contigs	79443
Num Contigs > 100 kb	16
Num Contigs > 50 kb	207
Num Contigs > 20 kb	1280
Num Contigs > 10 kb	2908
Num Contigs > 5 kb	5417
Num Contigs > 2.5 kb	9810
Longest Contig	344945
Shortest Contig	200
Num Genes (prodigal)	196633
L50	3672
L75	16267
L90	42760
N50	7860
N75	1460
N90	568
