contigs_db	SRS017745-contigs-fixed
Total Length	53075756
Num Contigs	33600
Num Contigs > 100 kb	5
Num Contigs > 50 kb	70
Num Contigs > 20 kb	419
Num Contigs > 10 kb	865
Num Contigs > 5 kb	1560
Num Contigs > 2.5 kb	2990
Longest Contig	177478
Shortest Contig	226
Num Genes (prodigal)	69115
L50	1560
L75	8535
L90	19971
N50	5002
N75	1011
N90	502
