contigs_db	SRS011405-contigs-fixed
Total Length	119762039
Num Contigs	78216
Num Contigs > 100 kb	2
Num Contigs > 50 kb	34
Num Contigs > 20 kb	565
Num Contigs > 10 kb	1994
Num Contigs > 5 kb	4440
Num Contigs > 2.5 kb	9114
Longest Contig	110570
Shortest Contig	205
Num Genes (prodigal)	164484
L50	5737
L75	21439
L90	47026
N50	3898
N75	1063
N90	493
