contigs_db	SRS017103-contigs-fixed
Total Length	214591730
Num Contigs	148078
Num Contigs > 100 kb	1
Num Contigs > 50 kb	32
Num Contigs > 20 kb	635
Num Contigs > 10 kb	2629
Num Contigs > 5 kb	7629
Num Contigs > 2.5 kb	17806
Longest Contig	117589
Shortest Contig	209
Num Genes (prodigal)	284849
L50	14790
L75	47790
L90	93812
N50	2951
N75	989
N90	509
