contigs_db	SRS016897-contigs-fixed
Total Length	41935811
Num Contigs	24263
Num Contigs > 100 kb	14
Num Contigs > 50 kb	74
Num Contigs > 20 kb	321
Num Contigs > 10 kb	736
Num Contigs > 5 kb	1542
Num Contigs > 2.5 kb	2772
Longest Contig	218011
Shortest Contig	206
Num Genes (prodigal)	52743
L50	950
L75	4037
L90	12870
N50	7924
N75	1487
N90	459
