contigs_db	SRS018575-contigs-fixed
Total Length	81988149
Num Contigs	53353
Num Contigs > 100 kb	4
Num Contigs > 50 kb	76
Num Contigs > 20 kb	657
Num Contigs > 10 kb	1569
Num Contigs > 5 kb	2853
Num Contigs > 2.5 kb	4878
Longest Contig	110341
Shortest Contig	210
Num Genes (prodigal)	112534
L50	2306
L75	11791
L90	31098
N50	6476
N75	998
N90	457
