contigs_db	SRS048262-contigs-fixed
Total Length	146948985
Num Contigs	90700
Num Contigs > 100 kb	11
Num Contigs > 50 kb	169
Num Contigs > 20 kb	1129
Num Contigs > 10 kb	2681
Num Contigs > 5 kb	4980
Num Contigs > 2.5 kb	8945
Longest Contig	263945
Shortest Contig	211
Num Genes (prodigal)	196168
L50	4168
L75	20863
L90	52634
N50	6141
N75	1064
N90	492
