contigs_db	SRS1041129-contigs-fixed
Total Length	118722168
Num Contigs	58571
Num Contigs > 100 kb	14
Num Contigs > 50 kb	109
Num Contigs > 20 kb	870
Num Contigs > 10 kb	2149
Num Contigs > 5 kb	4341
Num Contigs > 2.5 kb	8713
Longest Contig	180912
Shortest Contig	215
Num Genes (prodigal)	145810
L50	3561
L75	13958
L90	31953
N50	6093
N75	1570
N90	654
