contigs_db	SRS1041116-contigs-fixed
Total Length	70456451
Num Contigs	39186
Num Contigs > 100 kb	2
Num Contigs > 50 kb	50
Num Contigs > 20 kb	369
Num Contigs > 10 kb	1074
Num Contigs > 5 kb	2539
Num Contigs > 2.5 kb	5663
Longest Contig	111279
Shortest Contig	204
Num Genes (prodigal)	86556
L50	3121
L75	10919
L90	22629
N50	4177
N75	1351
N90	613
