contigs_db	SRS015453-contigs-fixed
Total Length	283303596
Num Contigs	154296
Num Contigs > 100 kb	26
Num Contigs > 50 kb	267
Num Contigs > 20 kb	1916
Num Contigs > 10 kb	4899
Num Contigs > 5 kb	10338
Num Contigs > 2.5 kb	20230
Longest Contig	235800
Shortest Contig	200
Num Genes (prodigal)	373367
L50	9315
L75	37514
L90	86872
N50	5533
N75	1348
N90	581
