contigs_db	SRS018656-contigs-fixed
Total Length	92515637
Num Contigs	58122
Num Contigs > 100 kb	36
Num Contigs > 50 kb	153
Num Contigs > 20 kb	594
Num Contigs > 10 kb	1297
Num Contigs > 5 kb	2577
Num Contigs > 2.5 kb	5303
Longest Contig	256766
Shortest Contig	202
Num Genes (prodigal)	125558
L50	2891
L75	15195
L90	34647
N50	4457
N75	1043
N90	512
