contigs_db	SRS043001-contigs-fixed
Total Length	87815415
Num Contigs	51979
Num Contigs > 100 kb	5
Num Contigs > 50 kb	78
Num Contigs > 20 kb	626
Num Contigs > 10 kb	1621
Num Contigs > 5 kb	3188
Num Contigs > 2.5 kb	5787
Longest Contig	119721
Shortest Contig	222
Num Genes (prodigal)	118101
L50	2755
L75	12179
L90	29845
N50	5927
N75	1160
N90	519
