contigs_db	SRS018049-contigs-fixed
Total Length	42464544
Num Contigs	18038
Num Contigs > 100 kb	13
Num Contigs > 50 kb	100
Num Contigs > 20 kb	385
Num Contigs > 10 kb	772
Num Contigs > 5 kb	1406
Num Contigs > 2.5 kb	2662
Longest Contig	182851
Shortest Contig	205
Num Genes (prodigal)	48973
L50	748
L75	3342
L90	8859
N50	10335
N75	1994
N90	719
