contigs_db	SRS893366-contigs-fixed
Total Length	146982513
Num Contigs	108511
Num Contigs > 100 kb	8
Num Contigs > 50 kb	81
Num Contigs > 20 kb	661
Num Contigs > 10 kb	1782
Num Contigs > 5 kb	4290
Num Contigs > 2.5 kb	10302
Longest Contig	174118
Shortest Contig	204
Num Genes (prodigal)	205288
L50	9399
L75	34505
L90	69212
N50	2696
N75	887
N90	470
