contigs_db	SRS011452-contigs-fixed
Total Length	54616254
Num Contigs	32051
Num Contigs > 100 kb	1
Num Contigs > 50 kb	48
Num Contigs > 20 kb	389
Num Contigs > 10 kb	965
Num Contigs > 5 kb	1903
Num Contigs > 2.5 kb	3838
Longest Contig	145532
Shortest Contig	200
Num Genes (prodigal)	68224
L50	1808
L75	7587
L90	18105
N50	5217
N75	1242
N90	527
