contigs_db	SRS016335-contigs-fixed
Total Length	231985648
Num Contigs	156027
Num Contigs > 100 kb	5
Num Contigs > 50 kb	51
Num Contigs > 20 kb	771
Num Contigs > 10 kb	2975
Num Contigs > 5 kb	7916
Num Contigs > 2.5 kb	18854
Longest Contig	201976
Shortest Contig	210
Num Genes (prodigal)	323059
L50	15209
L75	49388
L90	97386
N50	2987
N75	1045
N90	517
