contigs_db	SRS018606-contigs-fixed
Total Length	102063470
Num Contigs	56677
Num Contigs > 100 kb	29
Num Contigs > 50 kb	217
Num Contigs > 20 kb	900
Num Contigs > 10 kb	1798
Num Contigs > 5 kb	3094
Num Contigs > 2.5 kb	5215
Longest Contig	221064
Shortest Contig	203
Num Genes (prodigal)	134782
L50	1930
L75	11513
L90	31522
N50	9192
N75	1178
N90	539
