contigs_db	SRS1041130-contigs-fixed
Total Length	74980332
Num Contigs	32336
Num Contigs > 100 kb	7
Num Contigs > 50 kb	109
Num Contigs > 20 kb	703
Num Contigs > 10 kb	1580
Num Contigs > 5 kb	2845
Num Contigs > 2.5 kb	4944
Longest Contig	159175
Shortest Contig	200
Num Genes (prodigal)	86236
L50	1516
L75	5779
L90	15709
N50	10457
N75	2061
N90	686
