contigs_db	SRS075773-contigs-fixed
Total Length	238370465
Num Contigs	154176
Num Contigs > 100 kb	8
Num Contigs > 50 kb	138
Num Contigs > 20 kb	1519
Num Contigs > 10 kb	4306
Num Contigs > 5 kb	9112
Num Contigs > 2.5 kb	16803
Longest Contig	146405
Shortest Contig	200
Num Genes (prodigal)	329945
L50	8660
L75	36079
L90	90070
N50	5276
N75	1053
N90	463
