contigs_db	SRS016517-contigs-fixed
Total Length	123931938
Num Contigs	107545
Num Contigs > 100 kb	0
Num Contigs > 50 kb	47
Num Contigs > 20 kb	466
Num Contigs > 10 kb	1496
Num Contigs > 5 kb	3575
Num Contigs > 2.5 kb	8192
Longest Contig	98637
Shortest Contig	218
Num Genes (prodigal)	195791
L50	9410
L75	36120
L90	71845
N50	2222
N75	700
N90	406
