contigs_db	SRS019496-contigs-fixed
Total Length	140933249
Num Contigs	78695
Num Contigs > 100 kb	22
Num Contigs > 50 kb	189
Num Contigs > 20 kb	909
Num Contigs > 10 kb	2293
Num Contigs > 5 kb	5101
Num Contigs > 2.5 kb	10200
Longest Contig	199987
Shortest Contig	200
Num Genes (prodigal)	189849
L50	4352
L75	17558
L90	43744
N50	5749
N75	1355
N90	536
