contigs_db	SRS1041112-contigs-fixed
Total Length	61326402
Num Contigs	30251
Num Contigs > 100 kb	4
Num Contigs > 50 kb	78
Num Contigs > 20 kb	473
Num Contigs > 10 kb	1171
Num Contigs > 5 kb	2223
Num Contigs > 2.5 kb	4206
Longest Contig	160672
Shortest Contig	200
Num Genes (prodigal)	72452
L50	1657
L75	6927
L90	16413
N50	6864
N75	1507
N90	650
