contigs_db	SRS1041037-contigs-fixed
Total Length	114019781
Num Contigs	59010
Num Contigs > 100 kb	8
Num Contigs > 50 kb	83
Num Contigs > 20 kb	716
Num Contigs > 10 kb	1855
Num Contigs > 5 kb	4324
Num Contigs > 2.5 kb	9020
Longest Contig	164683
Shortest Contig	200
Num Genes (prodigal)	142088
L50	4234
L75	15157
L90	33095
N50	5077
N75	1477
N90	645
