contigs_db	SRS018133-contigs-fixed
Total Length	92000370
Num Contigs	44396
Num Contigs > 100 kb	1
Num Contigs > 50 kb	46
Num Contigs > 20 kb	571
Num Contigs > 10 kb	1842
Num Contigs > 5 kb	4049
Num Contigs > 2.5 kb	7545
Longest Contig	141557
Shortest Contig	209
Num Genes (prodigal)	110332
L50	3185
L75	10350
L90	23443
N50	6292
N75	1755
N90	657
