contigs_db	SRS021219-contigs-fixed
Total Length	96088173
Num Contigs	46759
Num Contigs > 100 kb	12
Num Contigs > 50 kb	84
Num Contigs > 20 kb	667
Num Contigs > 10 kb	1783
Num Contigs > 5 kb	3785
Num Contigs > 2.5 kb	7539
Longest Contig	236819
Shortest Contig	221
Num Genes (prodigal)	115071
L50	2913
L75	10426
L90	24522
N50	6483
N75	1722
N90	637
