contigs_db	SRS053398-contigs-fixed
Total Length	168335621
Num Contigs	102939
Num Contigs > 100 kb	1
Num Contigs > 50 kb	75
Num Contigs > 20 kb	977
Num Contigs > 10 kb	3050
Num Contigs > 5 kb	6569
Num Contigs > 2.5 kb	12373
Longest Contig	101299
Shortest Contig	202
Num Genes (prodigal)	224947
L50	6626
L75	25998
L90	60530
N50	4954
N75	1117
N90	515
