contigs_db	SRS1041036-contigs-fixed
Total Length	78128669
Num Contigs	25663
Num Contigs > 100 kb	24
Num Contigs > 50 kb	203
Num Contigs > 20 kb	893
Num Contigs > 10 kb	1619
Num Contigs > 5 kb	2754
Num Contigs > 2.5 kb	4665
Longest Contig	150818
Shortest Contig	204
Num Genes (prodigal)	86432
L50	1057
L75	3827
L90	10949
N50	16916
N75	3169
N90	936
