contigs_db	SRS018888-contigs-fixed
Total Length	105381711
Num Contigs	36178
Num Contigs > 100 kb	15
Num Contigs > 50 kb	154
Num Contigs > 20 kb	960
Num Contigs > 10 kb	2172
Num Contigs > 5 kb	4428
Num Contigs > 2.5 kb	8469
Longest Contig	197026
Shortest Contig	206
Num Genes (prodigal)	117684
L50	2225
L75	7419
L90	16507
N50	9748
N75	2895
N90	1016
