contigs_db	SRS1041094-contigs-fixed
Total Length	109985904
Num Contigs	54511
Num Contigs > 100 kb	15
Num Contigs > 50 kb	121
Num Contigs > 20 kb	823
Num Contigs > 10 kb	2073
Num Contigs > 5 kb	4248
Num Contigs > 2.5 kb	7828
Longest Contig	292395
Shortest Contig	201
Num Genes (prodigal)	134211
L50	2946
L75	11423
L90	28866
N50	7338
N75	1603
N90	616
