contigs_db	SRS019286-contigs-fixed
Total Length	65938923
Num Contigs	39641
Num Contigs > 100 kb	21
Num Contigs > 50 kb	140
Num Contigs > 20 kb	462
Num Contigs > 10 kb	863
Num Contigs > 5 kb	1644
Num Contigs > 2.5 kb	3795
Longest Contig	180364
Shortest Contig	215
Num Genes (prodigal)	87343
L50	1866
L75	10144
L90	23348
N50	4469
N75	1104
N90	531
