contigs_db	SRS020508-contigs-fixed
Total Length	35193986
Num Contigs	19172
Num Contigs > 100 kb	15
Num Contigs > 50 kb	83
Num Contigs > 20 kb	319
Num Contigs > 10 kb	653
Num Contigs > 5 kb	1027
Num Contigs > 2.5 kb	1731
Longest Contig	256760
Shortest Contig	212
Num Genes (prodigal)	43745
L50	567
L75	3289
L90	10103
N50	11620
N75	1313
N90	513
