contigs_db	SRS097958-contigs-fixed
Total Length	160018150
Num Contigs	98035
Num Contigs > 100 kb	6
Num Contigs > 50 kb	77
Num Contigs > 20 kb	887
Num Contigs > 10 kb	2725
Num Contigs > 5 kb	6206
Num Contigs > 2.5 kb	12123
Longest Contig	367211
Shortest Contig	200
Num Genes (prodigal)	215082
L50	6568
L75	24717
L90	56958
N50	4745
N75	1166
N90	508
