contigs_db	SRS011529-contigs-fixed
Total Length	190511827
Num Contigs	151192
Num Contigs > 100 kb	2
Num Contigs > 50 kb	56
Num Contigs > 20 kb	761
Num Contigs > 10 kb	2465
Num Contigs > 5 kb	5909
Num Contigs > 2.5 kb	13042
Longest Contig	118761
Shortest Contig	207
Num Genes (prodigal)	285885
L50	12882
L75	49080
L90	98787
N50	2526
N75	789
N90	438
