contigs_db	SRS019178-contigs-fixed
Total Length	70783044
Num Contigs	31135
Num Contigs > 100 kb	21
Num Contigs > 50 kb	142
Num Contigs > 20 kb	600
Num Contigs > 10 kb	1210
Num Contigs > 5 kb	2385
Num Contigs > 2.5 kb	4906
Longest Contig	241973
Shortest Contig	206
Num Genes (prodigal)	83970
L50	1421
L75	6210
L90	15445
N50	8371
N75	1967
N90	697
