contigs_db	SRS014683-contigs-fixed
Total Length	123993351
Num Contigs	78736
Num Contigs > 100 kb	6
Num Contigs > 50 kb	95
Num Contigs > 20 kb	797
Num Contigs > 10 kb	2150
Num Contigs > 5 kb	4345
Num Contigs > 2.5 kb	8233
Longest Contig	130831
Shortest Contig	203
Num Genes (prodigal)	169638
L50	4509
L75	20089
L90	46795
N50	4809
N75	1047
N90	494
