contigs_db	SRS012969-contigs-fixed
Total Length	235116118
Num Contigs	154609
Num Contigs > 100 kb	12
Num Contigs > 50 kb	137
Num Contigs > 20 kb	1279
Num Contigs > 10 kb	3691
Num Contigs > 5 kb	8621
Num Contigs > 2.5 kb	17201
Longest Contig	183852
Shortest Contig	200
Num Genes (prodigal)	319273
L50	10105
L75	40328
L90	92437
N50	4290
N75	1031
N90	477
