contigs_db	SRS1041122-contigs-fixed
Total Length	49261671
Num Contigs	18432
Num Contigs > 100 kb	10
Num Contigs > 50 kb	105
Num Contigs > 20 kb	464
Num Contigs > 10 kb	992
Num Contigs > 5 kb	1805
Num Contigs > 2.5 kb	3330
Longest Contig	171752
Shortest Contig	208
Num Genes (prodigal)	52509
L50	899
L75	3436
L90	8653
N50	10953
N75	2422
N90	847
