contigs_db	SRS893259-contigs-fixed
Total Length	79135881
Num Contigs	43044
Num Contigs > 100 kb	21
Num Contigs > 50 kb	113
Num Contigs > 20 kb	589
Num Contigs > 10 kb	1354
Num Contigs > 5 kb	2664
Num Contigs > 2.5 kb	4891
Longest Contig	224440
Shortest Contig	203
Num Genes (prodigal)	101721
L50	2083
L75	9895
L90	24128
N50	6640
N75	1272
N90	576
