contigs_db	SRS014534-contigs-fixed
Total Length	41162788
Num Contigs	14445
Num Contigs > 100 kb	9
Num Contigs > 50 kb	49
Num Contigs > 20 kb	408
Num Contigs > 10 kb	927
Num Contigs > 5 kb	1750
Num Contigs > 2.5 kb	3129
Longest Contig	193230
Shortest Contig	244
Num Genes (prodigal)	45269
L50	822
L75	2611
L90	6241
N50	11195
N75	3107
N90	939
