contigs_db	SRS063489-contigs-fixed
Total Length	71689551
Num Contigs	44103
Num Contigs > 100 kb	5
Num Contigs > 50 kb	50
Num Contigs > 20 kb	513
Num Contigs > 10 kb	1398
Num Contigs > 5 kb	2630
Num Contigs > 2.5 kb	4621
Longest Contig	122298
Shortest Contig	217
Num Genes (prodigal)	92186
L50	2273
L75	10401
L90	25513
N50	6019
N75	1083
N90	502
