contigs_db	SRS016132-contigs-fixed
Total Length	88471088
Num Contigs	30667
Num Contigs > 100 kb	38
Num Contigs > 50 kb	236
Num Contigs > 20 kb	963
Num Contigs > 10 kb	1880
Num Contigs > 5 kb	3151
Num Contigs > 2.5 kb	5215
Longest Contig	284081
Shortest Contig	200
Num Genes (prodigal)	101189
L50	1135
L75	3998
L90	12075
N50	17221
N75	3579
N90	838
