contigs_db	SRS022137-contigs-fixed
Total Length	148624748
Num Contigs	88318
Num Contigs > 100 kb	25
Num Contigs > 50 kb	177
Num Contigs > 20 kb	1089
Num Contigs > 10 kb	2483
Num Contigs > 5 kb	4990
Num Contigs > 2.5 kb	9392
Longest Contig	252292
Shortest Contig	200
Num Genes (prodigal)	200411
L50	4367
L75	20664
L90	50701
N50	5750
N75	1155
N90	515
