contigs_db	SRS098061-contigs-fixed
Total Length	116313604
Num Contigs	60797
Num Contigs > 100 kb	15
Num Contigs > 50 kb	131
Num Contigs > 20 kb	921
Num Contigs > 10 kb	2202
Num Contigs > 5 kb	4382
Num Contigs > 2.5 kb	8048
Longest Contig	289653
Shortest Contig	218
Num Genes (prodigal)	148708
L50	3029
L75	12209
L90	32050
N50	7449
N75	1547
N90	558
