contigs_db	SRS015246-contigs-fixed
Total Length	132250155
Num Contigs	76229
Num Contigs > 100 kb	28
Num Contigs > 50 kb	175
Num Contigs > 20 kb	907
Num Contigs > 10 kb	2179
Num Contigs > 5 kb	4398
Num Contigs > 2.5 kb	8615
Longest Contig	253664
Shortest Contig	200
Num Genes (prodigal)	178733
L50	3884
L75	17761
L90	43177
N50	5719
N75	1233
N90	533
