contigs_db	SRS013965-contigs-fixed
Total Length	210844976
Num Contigs	141901
Num Contigs > 100 kb	37
Num Contigs > 50 kb	236
Num Contigs > 20 kb	1135
Num Contigs > 10 kb	2772
Num Contigs > 5 kb	6001
Num Contigs > 2.5 kb	13586
Longest Contig	170232
Shortest Contig	200
Num Genes (prodigal)	303530
L50	9972
L75	42306
L90	88331
N50	3231
N75	966
N90	507
