contigs_db	SRS893279-contigs-fixed
Total Length	127438007
Num Contigs	66917
Num Contigs > 100 kb	12
Num Contigs > 50 kb	144
Num Contigs > 20 kb	944
Num Contigs > 10 kb	2288
Num Contigs > 5 kb	4572
Num Contigs > 2.5 kb	8568
Longest Contig	174410
Shortest Contig	202
Num Genes (prodigal)	161534
L50	3698
L75	15805
L90	37367
N50	6267
N75	1378
N90	601
