contigs_db	SRS022524-contigs-fixed
Total Length	101735380
Num Contigs	61355
Num Contigs > 100 kb	16
Num Contigs > 50 kb	101
Num Contigs > 20 kb	477
Num Contigs > 10 kb	1367
Num Contigs > 5 kb	3399
Num Contigs > 2.5 kb	7366
Longest Contig	182653
Shortest Contig	201
Num Genes (prodigal)	136696
L50	4722
L75	18181
L90	37649
N50	3746
N75	1101
N90	583
