contigs_db	SRS075716-contigs-fixed
Total Length	62818272
Num Contigs	40030
Num Contigs > 100 kb	35
Num Contigs > 50 kb	154
Num Contigs > 20 kb	382
Num Contigs > 10 kb	705
Num Contigs > 5 kb	1376
Num Contigs > 2.5 kb	3126
Longest Contig	521511
Shortest Contig	208
Num Genes (prodigal)	88086
L50	1705
L75	10692
L90	24089
N50	4088
N75	1000
N90	509
