contigs_db	SRS055017-contigs-fixed
Total Length	212628971
Num Contigs	137536
Num Contigs > 100 kb	34
Num Contigs > 50 kb	242
Num Contigs > 20 kb	1303
Num Contigs > 10 kb	3146
Num Contigs > 5 kb	6457
Num Contigs > 2.5 kb	13776
Longest Contig	237240
Shortest Contig	202
Num Genes (prodigal)	298739
L50	8250
L75	37267
L90	83211
N50	3982
N75	1017
N90	500
