contigs_db	SRS017247-contigs-fixed
Total Length	77139078
Num Contigs	42181
Num Contigs > 100 kb	6
Num Contigs > 50 kb	93
Num Contigs > 20 kb	633
Num Contigs > 10 kb	1362
Num Contigs > 5 kb	2464
Num Contigs > 2.5 kb	4877
Longest Contig	166246
Shortest Contig	200
Num Genes (prodigal)	99658
L50	2110
L75	10029
L90	23683
N50	5998
N75	1312
N90	577
