contigs_db	SRS016267-contigs-fixed
Total Length	89050245
Num Contigs	63978
Num Contigs > 100 kb	5
Num Contigs > 50 kb	67
Num Contigs > 20 kb	525
Num Contigs > 10 kb	1249
Num Contigs > 5 kb	2702
Num Contigs > 2.5 kb	5584
Longest Contig	117466
Shortest Contig	214
Num Genes (prodigal)	127082
L50	4189
L75	18874
L90	40250
N50	3245
N75	876
N90	467
