contigs_db	SRS013476-contigs-fixed
Total Length	212050711
Num Contigs	161380
Num Contigs > 100 kb	2
Num Contigs > 50 kb	43
Num Contigs > 20 kb	599
Num Contigs > 10 kb	2457
Num Contigs > 5 kb	6948
Num Contigs > 2.5 kb	16509
Longest Contig	189019
Shortest Contig	223
Num Genes (prodigal)	307892
L50	15975
L75	53371
L90	104370
N50	2568
N75	871
N90	462
