contigs_db	SRS012273-contigs-fixed
Total Length	262261719
Num Contigs	179591
Num Contigs > 100 kb	5
Num Contigs > 50 kb	138
Num Contigs > 20 kb	1356
Num Contigs > 10 kb	3984
Num Contigs > 5 kb	9076
Num Contigs > 2.5 kb	18880
Longest Contig	133365
Shortest Contig	206
Num Genes (prodigal)	374001
L50	12432
L75	49475
L90	109216
N50	3714
N75	983
N90	468
