contigs_db	SRS014459-contigs-fixed
Total Length	229327202
Num Contigs	143178
Num Contigs > 100 kb	13
Num Contigs > 50 kb	150
Num Contigs > 20 kb	1378
Num Contigs > 10 kb	3667
Num Contigs > 5 kb	8163
Num Contigs > 2.5 kb	16544
Longest Contig	176956
Shortest Contig	200
Num Genes (prodigal)	317210
L50	9399
L75	37601
L90	84839
N50	4367
N75	1113
N90	506
