contigs_db	SRS149784-contigs-fixed
Total Length	156478117
Num Contigs	116107
Num Contigs > 100 kb	20
Num Contigs > 50 kb	162
Num Contigs > 20 kb	834
Num Contigs > 10 kb	2102
Num Contigs > 5 kb	4426
Num Contigs > 2.5 kb	9572
Longest Contig	294149
Shortest Contig	207
Num Genes (prodigal)	231042
L50	7559
L75	34010
L90	73282
N50	3083
N75	850
N90	445
