contigs_db	SRS016095-contigs-fixed
Total Length	204937768
Num Contigs	104985
Num Contigs > 100 kb	25
Num Contigs > 50 kb	228
Num Contigs > 20 kb	1499
Num Contigs > 10 kb	3616
Num Contigs > 5 kb	7511
Num Contigs > 2.5 kb	14803
Longest Contig	227292
Shortest Contig	201
Num Genes (prodigal)	263068
L50	5958
L75	23683
L90	56916
N50	6273
N75	1517
N90	603
