contigs_db	SRS021153-contigs-fixed
Total Length	60410260
Num Contigs	39257
Num Contigs > 100 kb	8
Num Contigs > 50 kb	87
Num Contigs > 20 kb	517
Num Contigs > 10 kb	1101
Num Contigs > 5 kb	1867
Num Contigs > 2.5 kb	3032
Longest Contig	173092
Shortest Contig	209
Num Genes (prodigal)	83102
L50	1434
L75	9216
L90	23244
N50	7285
N75	916
N90	475
