contigs_db	SRS076756-contigs-fixed
Total Length	142042940
Num Contigs	91583
Num Contigs > 100 kb	5
Num Contigs > 50 kb	60
Num Contigs > 20 kb	768
Num Contigs > 10 kb	2265
Num Contigs > 5 kb	5287
Num Contigs > 2.5 kb	10677
Longest Contig	181584
Shortest Contig	202
Num Genes (prodigal)	191080
L50	6338
L75	24355
L90	54818
N50	4217
N75	1061
N90	495
