contigs_db	SRS022713-contigs-fixed
Total Length	64721645
Num Contigs	28671
Num Contigs > 100 kb	6
Num Contigs > 50 kb	52
Num Contigs > 20 kb	489
Num Contigs > 10 kb	1404
Num Contigs > 5 kb	2802
Num Contigs > 2.5 kb	4928
Longest Contig	163099
Shortest Contig	213
Num Genes (prodigal)	77970
L50	1723
L75	5688
L90	14307
N50	8357
N75	2075
N90	668
