contigs_db	SRS1041118-contigs-fixed
Total Length	111037453
Num Contigs	62168
Num Contigs > 100 kb	1
Num Contigs > 50 kb	50
Num Contigs > 20 kb	626
Num Contigs > 10 kb	1812
Num Contigs > 5 kb	4209
Num Contigs > 2.5 kb	8705
Longest Contig	110776
Shortest Contig	207
Num Genes (prodigal)	138509
L50	4838
L75	17230
L90	36291
N50	4374
N75	1315
N90	602
