contigs_db	SRS014313-contigs-fixed
Total Length	73380820
Num Contigs	44546
Num Contigs > 100 kb	23
Num Contigs > 50 kb	151
Num Contigs > 20 kb	633
Num Contigs > 10 kb	1236
Num Contigs > 5 kb	2054
Num Contigs > 2.5 kb	3713
Longest Contig	179178
Shortest Contig	200
Num Genes (prodigal)	99864
L50	1450
L75	9487
L90	25431
N50	8059
N75	1049
N90	489
