contigs_db	SRS014979-contigs-fixed
Total Length	200633834
Num Contigs	137427
Num Contigs > 100 kb	17
Num Contigs > 50 kb	170
Num Contigs > 20 kb	1082
Num Contigs > 10 kb	2844
Num Contigs > 5 kb	6398
Num Contigs > 2.5 kb	13631
Longest Contig	202104
Shortest Contig	205
Num Genes (prodigal)	285780
L50	9377
L75	39359
L90	85154
N50	3530
N75	943
N90	482
